shoe_name,url,brand,review_date,price,total_score,audience_score,user_rating,expert_rating,ranking,popularity,ranking_percentile,popularity_percentile,pros,cons,awards,rr_verdict,num_pros,num_cons,num_awards,user_review_count,expert_review_count,terrain,arch,arch_support,use,pace,season,shoe_weight_g,toe_drop_mm,foot_height_mm,heel_stack_lab,heel_lab,forefoot_lab,midsole_softness,difference_in_midsole_softness_in_cold,stiffness,difference_in_stiffness_in_cold,torsional_rigidity,heel_counter_stiffness,toebox_durability,heel_padding_durability,outsole_durability,breathability,lightweight,plate,rocker,waterproofing,size,width_fit,toebox_width,widths_available,orthotic_friendly,for_heavy_runners,drop_mm,drop_lab,weight_lab,strike_pattern,trail_terrain,lug_depth,has_carbon_plate,removable_insole,toe_drop,foot_height,shoe_weight
ASICS Gel Contend 7,https://runrepeat.com/asics-gel-contend-7,ASICS,2021-03-21,65.0,84.0,84.0,89.0,82.0,416.0,266.0,Bottom 25%,Top 48%,"['Fits true to size', ' Good heel lock', ' Stable', ' A fair amount of cushioning', ' Value for money', ' Durable', ' grippy outsole', ' Guidance line keeps the foot steady']","['Rubber outsole is squeaky', ' Not comfortable on longer runs', ' Inefficient arch support']",[''],"If you're looking for one of the best-value running shoes out there, the ASICS Gel Contend 7 is it. I love that this shoe provided ample cushioning for short to medium-length runs. The tough construction of the Gel Contend 7 also exceeded my expectations for its price bracket.",8,3,1,98830.0,1.0,Road,Neutral,Neutral,"['Jogging ', ' Walking ', ' All-day wear ', ' For beginners']",['Daily running'],-,268.0,10.0,,,33.3 mm,23.7 mm,-,-,Moderate,Big,-,Flexible,-,-,-,-,,,,,True to size,Medium,-,"Normal, X-Wide",✓,,9.8,"9.6 mm, 10.0 mm","9.5 oz / 268g, 9.5 oz / 268g","Heel, Mid/forefoot",,,False,✓,10 mm,,Men: 9.5 oz / 268g | Women: 7.9 oz / 223g
ASICS Gel Contend 8,https://runrepeat.com/asics-gel-contend-8,ASICS,2023-02-09,70.0,84.0,84.0,90.0,80.0,418.0,203.0,Bottom 25%,Top 37%,"['Superb comfort', ' Secure fit', ' No break-in needed', ' Durable', ' Supportive structure', ' Feels light on the feet', ' Budget-friendly']","['Not very responsive', ' Narrow toebox', ' Less cushy than other ASICS shoes']",[''],"The 8th iteration of the GEL Contend series got us pretty excited! We experienced the shoe's simple, well-padded, lightweight, and durable construction that makes it a very reliable daily trainer, especially for its affordable price. And that's not to mention the out-of-the-box comfort and accommodating fit.",7,3,1,25372.0,1.0,Road,Neutral,Neutral,"['Jogging ', ' Treadmill ', ' Walking ', ' All-day wear ', ' For beginners']",['Daily running'],"Summer, All seasons",293.0,10.0,,,31.1 mm,22.0 mm,Balanced,Small,Moderate,Big,Flexible,Stiff,-,-,-,Breathable,,,,,True to size,Narrow,-,"Normal, Wide, X-Wide",✓,,9.55,"9.1 mm, 10.0 mm","9.2 oz / 260g, 10.3 oz / 293g","Heel, Mid/forefoot",,,False,✓,10 mm,,10.3 oz / 293g
ASICS Gel Contend 9,https://runrepeat.com/asics-gel-contend-9,ASICS,2024-09-21,70.0,79.0,79.0,89.0,65.0,291.0,84.0,Bottom 10%,Top 26%,"['Enhanced tongue padding', ' Exceptional value', ' Spacious', ' accommodating fit', ' Highly breathable upper', ' Suitable for all footstrikes', ' Improved Amplifoam+ midsole', ' Doubles as a lifestyle shoe', ' Secure', ' snug lockdown']","['Upper lacks durability', ' Outsole needs improvement', ' Low forefoot cushioning']","['Top pick in best Shoes for gym and running', ' Top 26% most popular running shoes']","The Gel Contend 9 exemplifies ASICS' conservative innovation, integrating numerous minor improvements while avoiding drastic changes. We really liked the plush upper and the springier midsole, affirming its status as an excellent beginner-friendly shoe that delivers superb value. However, we found the upper's durability lacking and the outsole underwhelming. But despite these minor issues, we believe the shoe maintains strong appeal and value, remaining a reliable option for casual runners not focused on long-distance performance.",10,3,2,1426.0,3.0,Road,Neutral,Neutral,"['Gym ', ' Jogging ', ' Treadmill ', ' Walking ', ' All-day wear']",['Daily running'],All seasons,275.0,8.0,23.0,,"31.2 mm, 31.0 mm","23.4 mm, 23.0 mm",Balanced,Small,Flexible,Small,Moderate,Stiff,Bad,Good,Decent,Moderate,,,,,True to size,Medium,Medium,"Normal, Wide, X-Wide",✓,,7.9,"7.8 mm, 8.0 mm","9.7 oz / 275g, 9.7 oz / 275g","Heel, Mid/forefoot",,,False,✓,8 mm,23 mm,Men: 9.7 oz / 275g | Women: 8.3 oz / 234g
ASICS Gel Cumulus 23,https://runrepeat.com/asics-gel-cumulus-23,ASICS,2021-03-09,120.0,89.0,89.0,89.0,87.0,190.0,437.0,Top 35%,Bottom 21%,"['Comfortable', ' Lightweight for a daily trainer', ' True to size', ' Do-it-all shoe', ' Budget-minded at $120', ' Smooth ride', ' No break-in period', ' Durable', ' Decent grip']","['Not super efficient', ' Runs a bit warm', ' Stiffens up in the cold']",['Top 23% in running shoes for beginners'],"Nearing its 24th iteration, Gel Cumulus sure did something right. The ASICS Gel Cumulus 23 proves that it's the most value-oriented neutral trainer out there during our tests. It's a one-shoe-fits-all kind of running shoe. I found it comfortable for jogs, daily runs, and even for the first race day in 5K or a marathon!",9,3,1,52533.0,8.0,Road,Neutral,Neutral,"['Jogging ', ' Walking ', ' All-day wear ', ' For beginners']",['Daily running'],All seasons,280.0,10.0,13.0,,"35.9 mm, 23.0 mm","25.1 mm, 13.0 mm",-,-,Moderate,Big,Moderate,Stiff,-,-,-,Moderate,✗,,,,True to size,Narrow,-,Normal,✓,,10.4,"10.8 mm, 10.0 mm","9.8 oz / 277g, 9.9 oz / 280g",Heel,,,False,✓,10 mm,Men: 13 mm | Women: 12 mm,Men: 9.9 oz / 280g | Women: 8.1 oz / 230g
ASICS Gel Cumulus 24,https://runrepeat.com/asics-gel-cumulus-24,ASICS,2022-06-06,130.0,89.0,89.0,91.0,85.0,153.0,355.0,Top 28%,Bottom 36%,"['Cushy ride for long miles', ' Comfy foot wrap', ' Stable on sharp turns', ' Lighter than before', ' Durable', ' Snug fit', ' Eco-friendly upper', ' Grippy on wet and dry pavement', ' Bites well on light trails', ' Great for newbies']","['Not for wide feet', ' Runs warm', ' Pricier than most daily trainers']","['Top 30% in road running shoes', ' Top 28% in neutral running shoes']","The twenty-fourth version of the ASICS Gel Cumulus goes from hiding in the shadows of its premium siblings like the Nimbus and the Kayano to marking the Cumulus line's own becoming. It's a solid daily trainer that maxes out comfort in our easy and long days on the road. Even better, it is reliable and enduring. So if you want to make the most out of your $130 purchase, we attest that the ASICS Gel Cumulus 24 won't be a bust.",10,3,2,42217.0,17.0,Road,Neutral,Neutral,"['Jogging ', ' Walking ', ' All-day wear ', ' For beginners']",['Daily running'],-,286.0,8.0,16.0,,"33.5 mm, 24.0 mm","24.9 mm, 16.0 mm",Soft,Normal,Moderate,Normal,Flexible,Flexible,-,-,-,-,✗,,,,True to size,Narrow,-,"Normal, Wide, X-Wide",✓,,8.3,"8.6 mm, 8.0 mm","9.7 oz / 274g, 10.1 oz / 286g","Heel, Mid/forefoot",,,False,✓,8 mm,Men: 16 mm | Women: 15 mm,Men: 10.1 oz / 286g | Women: 8.8 oz / 250g
ASICS Gel Cumulus 25,https://runrepeat.com/asics-gel-cumulus-25,ASICS,2023-05-21,140.0,88.0,88.0,91.0,83.0,200.0,232.0,Top 36%,Top 42%,"['Versatile daily trainer', ' Superb step-in feel', ' Firmer ride than the Nimbus 25', ' Great for long and slow days', ' Breezier runs in the summer', ' Feels light on feet', ' Grippy outsole', ' Stable ride', ' Great lockdown', ' No break-in needed']","['Too high stacked for some', ' Feels flat underfoot', ' Not the best for speedier runs']",['Top 25% in running shoes for beginners'],"The 25th iteration of the Cumulus series from ASICS is lighter and comfier than ever based on our lab tests. This neutral running shoe sports a combination of ASICS tech that makes it a dependable daily trainer for taking on the next run when you want to go far at a steady pace. Its overall construction from the upper to the outsole is geared toward ensuring that runners have fatigue-free feet at the end of the day. We strongly believe that for the price, the Cumulus is one of the best options in its category.",10,3,1,10473.0,13.0,Road,Neutral,Neutral,"['Jogging ', ' Treadmill ', ' Walking ', ' All-day wear ', ' For beginners']",['Daily running'],All seasons,269.0,8.0,29.5,,"38.4 mm, 37.5 mm","27.2 mm, 29.5 mm",Soft,Normal,Moderate,Big,Moderate,Moderate,Decent,Good,-,Moderate,,,✗,,True to size,Narrow,Narrow,"Normal, Wide, X-Wide",✓,,9.6,"11.2 mm, 8.0 mm","9.5 oz / 269g, 9.5 oz / 269g",Heel,,,False,✓,8 mm,Men: 29.5 mm | Women: 28.5 mm,Men: 9.5 oz / 269g | Women: 8.1 oz / 229g
ASICS Gel Cumulus 26,https://runrepeat.com/asics-gel-cumulus-26,ASICS,2024-04-25,140.0,88.0,88.0,88.0,87.0,247.0,128.0,Top 45%,Top 23%,"['Great value', ' Versatile across various paces', ' Cushioned ride', ' PureGEL heel insert', ' Enhanced stability', ' True all-rounder', ' Lightweight for its category']","['Outsole durability issues', ' Limited traction off-road', ' Lacks breathability']",['Top 23% most popular running shoes'],"We think the ASICS Cumulus 26 is a solid, versatile daily trainer that provides good cushioning and handles multiple paces and distances well. However, fans of previous models might be disappointed with changes that affect the shoe's rigidity and the new rubberized EVA outsole—a notable shift from earlier versions. And while we find it to be a superb pick for the average runner, it may not satisfy those who prefer a more flexible and natural ride.",7,3,1,3384.0,15.0,Road,Neutral,Neutral,"['Jogging ', ' Walking ', ' All-day wear ', ' For beginners']",['Daily running'],All seasons,255.0,8.0,30.5,,"36.8 mm, 38.5 mm","28.6 mm, 30.5 mm",Soft,Small,Moderate,Normal,Stiff,Stiff,Good,Good,Bad,Moderate,✗,,✓,,True to size,Medium,Medium,"Normal, Wide, X-Wide",✓,,8.1,"8.2 mm, 8.0 mm","9.1 oz / 259g, 9 oz / 255g","Heel, Mid/forefoot",,,False,✓,8 mm,Men: 30.5 mm | Women: 29.5 mm,Men: 9 oz / 255g | Women: 7.8 oz / 222g
ASICS Gel Cumulus 27,https://runrepeat.com/asics-gel-cumulus-27,ASICS,2025-05-05,140.0,89.0,89.0,91.0,85.0,80.0,113.0,Top 25%,Top 35%,"['More foam than ever!', ' Plush and durable upper', ' Wide midsole enhances stability', ' Smooth', ' natural transitions', ' Semi-gusseted tongue improves lockdown', ' Reasonably priced', ' Keeps the same weight', ' Soft-landing FluidRide EVA outsole']","['Breathability needs improvement', ' Outsole durability concerns', ' Lacks energy return', ' Toebox should be roomier']","['Top pick in best ASICS walking shoes', ' Top 27% in road running shoes', ' Top 26% in neutral running shoes']","The Gel Cumulus 27 receives another minor update as it approaches its 30th edition—a milestone that’s clearly no accident. It offers a versatile, stable, comfort-first ride with a reasonable price that many runners will appreciate. In our tests, we found it smooth and consistent underfoot, ideal for everyday runs. That said, we think the next version needs major airflow improvements and a slightly roomier toebox.",9,4,3,708.0,12.0,Road,Neutral,Neutral,"['Jogging ', ' Walking ', ' All-day wear ', ' For beginners']",['Daily running'],All seasons,265.0,8.0,30.5,,"40.9 mm, 38.5 mm","29.3 mm, 30.5 mm",Soft,Normal,-,-,Stiff,Stiff,Good,Good,Bad,Warm,,,✗,,True to size,Medium,Medium,"Normal, Wide, X-Wide",✓,,9.8,"11.6 mm, 8.0 mm","9.2 oz / 261g, 9.3 oz / 265g",Heel,,,False,✓,8 mm,Men: 30.5 mm | Women: 29.5 mm,Men: 9.3 oz / 265g | Women: 8.1 oz / 230g
ASICS Gel Excite 10,https://runrepeat.com/asics-gel-excite-10,ASICS,2023-11-13,85.0,86.0,86.0,93.0,80.0,183.0,54.0,Bottom 43%,Top 17%,"['Well-cushioned for short to medium-distance runs', ' Smooth transitions', ' Flexible and easy on the foot', ' Feels stable underfoot', ' Performs consistently in the cold', ' Breathable for warm days', ' Durable', ' well-constructed upper', ' Generously padded heel counter', ' Secure lockdown', ' Budget-friendly', ' Suitable for walks and gym days', ' Great for beginner runners']","['Not ideal for tempo training or long distances', ' Ride feels dull', ' Lacks arch support', ' Higher than advertised drop', ' Lacks traction on wet surfaces']","['Top pick in best ASICS running shoes (2023)', ' Top 17% most popular running shoes']","We commend the tenth iteration of ASICS' budget line of daily trainers, the Gel Excite 10 because it features a much more durable upper than its predecessor, and it’s worth every penny of its mind-bendingly low price tag. After testing the shoe, we found that Gel Excite 10 solidifies its reputation as a comfy and forgiving shoe that’s perfect for beginners and casual runners. Despite being more geared towards easier, low-intensity runs, it’s versatile enough to tackle most fitness activities, gym days, and long walks around town.",13,5,2,16484.0,1.0,Road,Neutral,Neutral,"['Jogging ', ' Treadmill ', ' Walking ', ' All-day wear ', ' For beginners']",['Daily running'],All seasons,260.0,8.0,,,35.2 mm,23.4 mm,Balanced,Small,Flexible,Small,Moderate,Moderate,Decent,Good,Good,Moderate,,,✗,,True to size,Medium,Medium,"Normal, Wide, X-Wide",✓,,9.9,"11.8 mm, 8.0 mm","9.5 oz / 268g, 9.2 oz / 260g",Heel,,,False,✓,8 mm,,9.2 oz / 260g
ASICS Gel Excite 8,https://runrepeat.com/asics-gel-excite-8,ASICS,2021-05-06,75.0,83.0,83.0,92.0,73.0,431.0,357.0,Bottom 22%,Bottom 36%,"['Fits true to size', ' Good cushioning', ' Breathable upper', ' Very consistent midsole', ' Reliable grip', ' Good heel lockdown']",['Could provide longer laces'],[''],"The ASICS Gel Excite 8 is an all-around runner, which in my opinion, is suitable for those who want a mixture of an easy training shoe and something that could work for everyday wear. With simplicity at its core, the Gel Excite 8 gets right what it needs to and doesn’t worry about anything else.",6,1,1,43428.0,1.0,Road,Neutral,Neutral,"['Jogging ', ' Walking ', ' All-day wear ', ' For beginners']",['Daily running'],-,280.0,10.0,,,35.8 mm,23.5 mm,-,-,Moderate,Small,-,-,-,-,-,-,,,,,True to size,Narrow,-,"Normal, X-Wide",✗,,11.15,"12.3 mm, 10.0 mm","9.5 oz / 268g, 9.9 oz / 280g",Heel,,,False,✗,10 mm,,Men: 9.9 oz / 280g | Women: 8.1 oz / 230g
ASICS Gel Excite 9,https://runrepeat.com/asics-gel-excite-9,ASICS,2022-05-14,75.0,81.0,81.0,90.0,,473.0,305.0,Bottom 15%,Bottom 45%,"['Cushy all-day', ' Lightweight design', ' Extremely breathable', ' Comfortable and supportive fit', ' Easy on and off', ' Also for walking and gym training', ' Affordable price', ' Great for running newbies']","['Lacks upper durability', ' Not for wide feet']",[''],"We found that the Gel Excite 9 from ASICS is a trusty daily trainer that works best for short, easy runs. And if you're a runner on a budget or a beginner, this shoe is a comfortable and versatile choice. Outside of running, we observed that the ASICS Gel Excite 9 also proves itself a great pick for gym training and long walks. Talk about great value!",8,2,1,39374.0,,Road,Neutral,Neutral,"['Jogging ', ' Treadmill ', ' Walking ', ' All-day wear ', ' For beginners']",['Daily running'],"Summer, All seasons",255.0,10.0,12.0,,"31.7 mm, 22.0 mm","22.7 mm, 12.0 mm",Balanced,Small,Moderate,Big,Flexible,Flexible,-,-,-,Breathable,,,,,Slightly small,Narrow,-,"Normal, X-Wide",✓,,9.5,"9.0 mm, 10.0 mm","9.7 oz / 275g, 9 oz / 255g","Heel, Mid/forefoot",,,False,✓,10 mm,12 mm,9 oz / 255g
ASICS Gel Excite Trail 2,https://runrepeat.com/asics-gel-excite-trail-2,ASICS,2024-12-06,85.0,81.0,81.0,90.0,,271.0,148.0,Bottom 16%,Top 46%,"['Low price', ' Ideal for heel strikers', ' Generously cushioned midsole', ' Versatile choice for hiking and running', ' Everyday plush comfort', ' Excellent for beginners', ' All-season design', ' Reasonable weight']","['Not for moderate or technical trails', ' Limited outsole coverage', ' Durability concerns', ' Not the best for forefoot strikers']",['Top pick in best ASICS trail running shoes'],"The Gel Excite Trail 2 provides an impressive mix of cushioning, comfort, and affordability. Our tests, however, uncovered key drawbacks like limited durability and insufficient outsole coverage, making it unfit for demanding trails. But for those with minimal durability concerns and a super-tight budget, this shoe stands out as an exceptional choice.",8,4,1,1471.0,,Trail,Neutral,Neutral,"['Hiking ', ' Off-trail ', ' Mud']",,All seasons,296.0,8.0,28.0,"37.7 mm, 36.0 mm",,"27.6 mm, 28.0 mm",Balanced,Normal,Flexible,Normal,Stiff,Stiff,Very bad,Bad,Decent,Moderate,,,,,True to size,Medium,Medium,Normal,✓,✓,9.05,"10.1 mm, 8.0 mm","10.3 oz / 292g, 10.4 oz / 296g",Heel,Light,4.0 mm,False,✓,8 mm,28 mm,Men: 10.4 oz / 296g | Women: 9.2 oz / 260g
ASICS Gel Kayano 28,https://runrepeat.com/asics-gel-kayano-28,ASICS,2021-05-10,160.0,90.0,90.0,91.0,89.0,79.0,260.0,Top 15%,Top 47%,"['Familiar Kayano fit', ' Roomier toebox', ' No lace bite', ' Added pep', ' No medial post', ' Lost weight', ' Kayano durability']","['Heel slipping', ' Overly plush', ' Runs warm']","['Top 17% in road running shoes', ' Top 28% in ASICS running shoes']","Still staying true to its Kayano roots, the Kayano 28 retains its hallmark of stability and support while seeing some updates that translate to amped-up comfort and flexibility in my wear tests. And with better flex, the shoe was just overall fun! Although designed as a daily trainer, I also find it fitting as a standalone shoe that you can take out of the closet during race day and on long, slow miles.",7,3,2,63114.0,14.0,Road,Stability,Stability,"['Jogging ', ' Walking ', ' All-day wear']",['Daily running'],-,305.0,10.0,13.0,,"31.8 mm, 23.0 mm","23.1 mm, 13.0 mm",-,-,-,-,Moderate,-,-,-,-,-,,,,,Slightly large,Medium,-,"Normal, Wide",✓,,9.35,"8.7 mm, 10.0 mm","10.7 oz / 302g, 10.8 oz / 305g","Heel, Mid/forefoot",,,False,✓,Men: 10 mm | Women: 13 mm,Men: 13 mm | Women: 12 mm,Men: 10.8 oz / 305g | Women: 9.6 oz / 271g
